Age,Gender,Income,Education,Occupation
27,Male,0,5th-6th,Handlers-cleaners
42,Female,0,Some-college,Exec-managerial
39,Male,0,Some-college,Machine-op-inspct
22,Female,1,Bachelors,Prof-specialty
28,Male,1,Some-college,Craft-repair
23,Female,0,Bachelors,Sales
62,Male,1,Bachelors,Prof-specialty
28,Male,0,Some-college,Prof-specialty
23,Female,0,Some-college,Adm-clerical
36,Male,1,Bachelors,Exec-managerial
58,Male,1,Doctorate,Prof-specialty
37,Male,1,Bachelors,Prof-specialty
42,Male,0,Preschool,Craft-repair
28,Male,1,Bachelors,Sales
38,Male,1,HS-grad,Adm-clerical
53,Male,1,10th,Transport-moving
29,Male,1,Some-college,Exec-managerial
20,Male,0,1st-4th,Farming-fishing
39,Male,0,HS-grad,Machine-op-inspct
47,Male,1,Bachelors,Exec-managerial
40,Male,0,Bachelors,Prof-specialty
28,Female,0,Assoc-voc,Exec-managerial
40,Male,0,1st-4th,Other-service
31,Female,1,Bachelors,Prof-specialty
38,Male,0,Some-college,Transport-moving
34,Male,1,HS-grad,Craft-repair
56,Male,0,10th,Adm-clerical
52,Male,0,Bachelors,Other-service
27,Female,1,Bachelors,Exec-managerial
36,Female,1,Some-college,Adm-clerical
40,Male,0,Some-college,Craft-repair
36,Male,0,5th-6th,Other-service
22,Male,0,Some-college,Handlers-cleaners
42,Male,1,10th,Handlers-cleaners
53,Male,0,Some-college,Sales
24,Female,0,Bachelors,Sales
61,Female,0,Bachelors,Adm-clerical
56,Male,1,HS-grad,Transport-moving
39,Male,0,Some-college,Exec-managerial
56,Male,0,Bachelors,Prof-specialty
41,Male,0,7th-8th,Exec-managerial
40,Male,1,Masters,Exec-managerial
43,Male,1,Some-college,Tech-support
46,Male,0,HS-grad,Other-service
25,Female,0,Some-college,Adm-clerical
36,Male,0,9th,Handlers-cleaners
36,Male,0,HS-grad,Craft-repair
50,Male,1,HS-grad,Machine-op-inspct
40,Female,0,Some-college,Adm-clerical
38,Female,0,HS-grad,Prof-specialty
25,Male,0,HS-grad,Protective-serv
19,Female,0,12th,Sales
20,Female,0,Some-college,Sales
66,Male,0,Masters,Prof-specialty
45,Male,0,HS-grad,Machine-op-inspct
54,Male,1,Bachelors,Exec-managerial
27,Male,0,Bachelors,Tech-support
32,Male,1,Masters,Exec-managerial
30,Male,0,HS-grad,Adm-clerical
47,Male,0,Bachelors,Sales
65,Male,0,HS-grad,Sales
29,Male,1,HS-grad,Machine-op-inspct
53,Male,1,HS-grad,Transport-moving
33,Male,1,Masters,Prof-specialty
42,Female,0,HS-grad,Other-service
33,Female,0,HS-grad,Adm-clerical
36,Female,1,HS-grad,Adm-clerical
52,Female,0,Some-college,Sales
34,Male,1,Bachelors,Sales
65,Male,0,HS-grad,Machine-op-inspct
48,Male,0,HS-grad,Craft-repair
37,Male,0,Some-college,Craft-repair
42,Male,1,Some-college,Transport-moving
53,Female,0,HS-grad,Sales
30,Male,0,Some-college,Machine-op-inspct
34,Female,0,HS-grad,Adm-clerical
37,Male,0,Some-college,Other-service
38,Male,1,Bachelors,Prof-specialty
51,Male,1,Masters,Exec-managerial
28,Male,0,HS-grad,Other-service
34,Male,0,10th,Other-service
30,Female,0,HS-grad,Machine-op-inspct
38,Male,0,HS-grad,Craft-repair
71,Male,0,10th,Adm-clerical
18,Female,0,HS-grad,Adm-clerical
67,Male,1,Bachelors,Prof-specialty
45,Male,1,Some-college,Craft-repair
28,Female,0,Bachelors,Prof-specialty
18,Female,0,Some-college,Adm-clerical
43,Female,0,Bachelors,Adm-clerical
58,Male,1,HS-grad,Tech-support
42,Male,0,7th-8th,Handlers-cleaners
25,Female,1,Some-college,Exec-managerial
60,Male,0,7th-8th,Exec-managerial
51,Male,0,Assoc-acdm,Exec-managerial
71,Male,0,HS-grad,Farming-fishing
37,Male,0,HS-grad,Machine-op-inspct
33,Female,0,Masters,Exec-managerial
23,Male,0,Assoc-voc,Craft-repair
27,Male,0,Bachelors,Prof-specialty
36,Male,1,Bachelors,Prof-specialty
51,Male,1,HS-grad,Sales
25,Female,0,Masters,Other-service
19,Female,0,Some-college,Adm-clerical
39,Male,1,Bachelors,Exec-managerial
19,Male,0,11th,Farming-fishing
29,Male,1,Bachelors,Handlers-cleaners
41,Male,1,Assoc-acdm,Craft-repair
52,Female,0,HS-grad,Other-service
30,Male,0,HS-grad,Handlers-cleaners
49,Male,1,Some-college,Tech-support
25,Female,0,Masters,Prof-specialty
44,Male,1,Masters,Prof-specialty
30,Female,0,Some-college,Other-service
25,Female,0,Some-college,Sales
25,Male,0,HS-grad,Sales
68,Male,1,Some-college,Exec-managerial
57,Male,0,HS-grad,Exec-managerial
29,Male,0,HS-grad,Farming-fishing
31,Male,0,HS-grad,Craft-repair
58,Female,1,Masters,Adm-clerical
24,Male,0,Bachelors,Adm-clerical
24,Male,0,HS-grad,Exec-managerial
29,Male,0,Some-college,Craft-repair
21,Female,0,Some-college,Tech-support
54,Female,0,HS-grad,Other-service
35,Male,0,HS-grad,Adm-clerical
33,Female,0,Assoc-voc,Prof-specialty
38,Female,1,Masters,Exec-managerial
22,Female,0,Some-college,Other-service
26,Male,0,HS-grad,Machine-op-inspct
31,Male,0,12th,Transport-moving
29,Male,1,Bachelors,Sales
38,Male,0,HS-grad,Sales
29,Female,0,Some-college,Adm-clerical
44,Male,0,Some-college,Machine-op-inspct
57,Female,0,Some-college,Adm-clerical
32,Female,1,Prof-school,Prof-specialty
32,Male,1,HS-grad,Handlers-cleaners
18,Female,0,10th,Sales
35,Male,1,HS-grad,Adm-clerical
36,Male,0,Doctorate,Prof-specialty
35,Female,0,HS-grad,Exec-managerial
29,Male,0,HS-grad,Farming-fishing
35,Female,0,HS-grad,Exec-managerial
54,Female,0,Bachelors,Prof-specialty
34,Male,0,HS-grad,Craft-repair
19,Female,0,Some-college,Other-service
18,Female,0,11th,Transport-moving
35,Female,0,Bachelors,Other-service
33,Male,0,Some-college,Exec-managerial
21,Male,0,Some-college,Other-service
48,Male,1,Some-college,Sales
47,Female,0,HS-grad,Adm-clerical
18,Male,0,10th,Other-service
21,Male,0,9th,Other-service
31,Female,0,HS-grad,Other-service
22,Male,0,HS-grad,Other-service
43,Male,0,HS-grad,Transport-moving
29,Male,0,HS-grad,Farming-fishing
42,Male,1,Masters,Exec-managerial
23,Female,0,HS-grad,Adm-clerical
57,Female,0,1st-4th,Craft-repair
50,Female,0,11th,Other-service
48,Male,0,HS-grad,Tech-support
33,Male,0,HS-grad,Machine-op-inspct
31,Male,0,HS-grad,Other-service
24,Male,0,HS-grad,Machine-op-inspct
26,Female,0,HS-grad,Adm-clerical
32,Female,0,Bachelors,Adm-clerical
34,Male,0,HS-grad,Handlers-cleaners
42,Male,0,HS-grad,Prof-specialty
44,Male,0,HS-grad,Transport-moving
41,Male,1,HS-grad,Tech-support
59,Female,0,HS-grad,Adm-clerical
43,Female,0,Bachelors,Sales
41,Male,0,9th,Craft-repair
41,Male,0,Assoc-acdm,Other-service
42,Male,0,Some-college,Adm-clerical
35,Female,0,HS-grad,Exec-managerial
30,Male,0,Assoc-acdm,Prof-specialty
50,Male,0,HS-grad,Transport-moving
53,Male,1,Some-college,Craft-repair
43,Female,0,Some-college,Machine-op-inspct
64,Male,0,11th,Transport-moving
42,Male,1,Some-college,Tech-support
75,Female,1,Some-college,Sales
68,Male,0,Doctorate,Prof-specialty
39,Male,1,HS-grad,Transport-moving
64,Female,0,HS-grad,Handlers-cleaners
35,Male,0,HS-grad,Craft-repair
54,Female,0,HS-grad,Adm-clerical
31,Female,0,7th-8th,Machine-op-inspct
59,Male,1,Bachelors,Exec-managerial
38,Male,0,Some-college,Exec-managerial
34,Male,0,HS-grad,Exec-managerial
52,Female,0,Assoc-acdm,Prof-specialty
42,Female,0,Assoc-voc,Adm-clerical
55,Male,0,Bachelors,Farming-fishing
39,Male,0,Bachelors,Adm-clerical
48,Female,0,HS-grad,Other-service
66,Female,0,Masters,Sales
19,Male,0,Some-college,Other-service
49,Male,1,Bachelors,Exec-managerial
26,Female,0,Bachelors,Sales
24,Female,0,10th,Handlers-cleaners
58,Male,1,HS-grad,Prof-specialty
48,Male,0,HS-grad,Exec-managerial
46,Female,0,1st-4th,Machine-op-inspct
33,Female,0,HS-grad,Adm-clerical
47,Female,0,HS-grad,Prof-specialty
22,Male,0,Some-college,Sales
45,Male,1,Prof-school,Prof-specialty
40,Male,1,HS-grad,Sales
47,Male,1,Some-college,Exec-managerial
29,Male,0,Assoc-voc,Sales
60,Female,0,Assoc-voc,Other-service
43,Male,0,Bachelors,Machine-op-inspct
33,Female,0,5th-6th,Other-service
49,Female,0,11th,Sales
54,Male,1,Assoc-acdm,Sales
28,Male,0,Some-college,Machine-op-inspct
56,Female,0,Some-college,Exec-managerial
28,Male,0,9th,Machine-op-inspct
40,Male,1,HS-grad,Craft-repair
38,Female,0,Assoc-voc,Tech-support
24,Female,0,Assoc-voc,Tech-support
46,Male,0,Some-college,Transport-moving
23,Male,0,HS-grad,Craft-repair
46,Male,0,Some-college,Adm-clerical
49,Male,1,10th,Handlers-cleaners
45,Male,0,HS-grad,Craft-repair
45,Female,0,Masters,Prof-specialty
35,Male,0,Bachelors,Handlers-cleaners
28,Male,0,10th,Craft-repair
20,Male,0,HS-grad,Other-service
33,Female,0,HS-grad,Adm-clerical
48,Female,0,HS-grad,Adm-clerical
41,Male,0,Doctorate,Prof-specialty
53,Male,0,HS-grad,Craft-repair
40,Male,0,HS-grad,Sales
43,Male,0,Bachelors,Exec-managerial
50,Female,0,HS-grad,Exec-managerial
31,Male,0,HS-grad,Machine-op-inspct
24,Male,0,9th,Sales
19,Male,0,HS-grad,Sales
32,Female,0,HS-grad,Sales
32,Female,0,Some-college,Other-service
37,Male,1,Masters,Exec-managerial
29,Male,0,9th,Craft-repair
30,Male,1,Some-college,Sales
31,Male,1,Some-college,Transport-moving
34,Male,1,Bachelors,Prof-specialty
36,Female,1,Assoc-acdm,Prof-specialty
20,Male,0,11th,Transport-moving
31,Male,0,10th,Machine-op-inspct
43,Male,0,Some-college,Sales
36,Male,1,Masters,Tech-support
18,Male,0,11th,Adm-clerical
39,Male,0,HS-grad,Exec-managerial
36,Male,0,Assoc-voc,Machine-op-inspct
27,Male,0,Bachelors,Sales
25,Female,0,Bachelors,Adm-clerical
38,Male,1,Masters,Craft-repair
45,Male,1,Bachelors,Exec-managerial
27,Male,0,Some-college,Machine-op-inspct
27,Male,0,Some-college,Tech-support
19,Female,0,Some-college,Sales
36,Male,1,HS-grad,Machine-op-inspct
47,Female,0,Some-college,Adm-clerical
35,Male,0,HS-grad,Transport-moving
46,Male,1,Masters,Tech-support
24,Female,0,Some-college,Sales
37,Male,1,Bachelors,Exec-managerial
44,Male,0,Bachelors,Exec-managerial
38,Male,0,HS-grad,Craft-repair
48,Male,0,7th-8th,Transport-moving
45,Male,1,Doctorate,Prof-specialty
33,Male,0,5th-6th,Handlers-cleaners
33,Male,0,HS-grad,Prof-specialty
27,Female,0,HS-grad,Adm-clerical
34,Male,0,HS-grad,Craft-repair
28,Male,0,Some-college,Handlers-cleaners
58,Female,1,10th,Craft-repair
52,Male,0,7th-8th,Machine-op-inspct
56,Male,1,HS-grad,Other-service
56,Male,1,Doctorate,Prof-specialty
23,Female,0,Assoc-acdm,Adm-clerical
50,Male,0,Doctorate,Prof-specialty
31,Male,1,Assoc-acdm,Sales
21,Male,0,Some-college,Transport-moving
43,Male,0,Prof-school,Prof-specialty
72,Male,1,Assoc-voc,Adm-clerical
71,Male,0,5th-6th,Transport-moving
43,Male,1,Bachelors,Adm-clerical
38,Male,1,Masters,Exec-managerial
46,Male,1,HS-grad,Machine-op-inspct
26,Male,0,HS-grad,Sales
42,Female,1,Masters,Prof-specialty
38,Male,0,10th,Adm-clerical
19,Male,0,Some-college,Transport-moving
25,Male,0,HS-grad,Sales
34,Male,0,HS-grad,Other-service
37,Male,1,Assoc-acdm,Prof-specialty
33,Male,1,HS-grad,Craft-repair
18,Female,0,11th,Other-service
43,Male,1,Bachelors,Exec-managerial
64,Female,1,HS-grad,Adm-clerical
55,Female,0,Assoc-voc,Sales
38,Male,0,Prof-school,Prof-specialty
21,Male,0,Some-college,Sales
73,Female,0,HS-grad,Other-service
26,Female,0,Bachelors,Exec-managerial
23,Male,0,Some-college,Handlers-cleaners
39,Female,1,Masters,Prof-specialty
37,Male,0,HS-grad,Transport-moving
40,Male,0,HS-grad,Craft-repair
34,Female,1,Some-college,Prof-specialty
48,Female,0,HS-grad,Prof-specialty
38,Female,0,Some-college,Handlers-cleaners
31,Male,0,HS-grad,Exec-managerial
53,Male,1,11th,Machine-op-inspct
38,Female,1,Bachelors,Prof-specialty
61,Female,0,10th,Other-service
67,Male,0,HS-grad,Protective-serv
29,Male,1,HS-grad,Craft-repair
24,Female,1,Bachelors,Exec-managerial
32,Male,0,Some-college,Craft-repair
52,Female,0,Some-college,Sales
45,Male,0,Some-college,Adm-clerical
33,Male,0,Bachelors,Adm-clerical
42,Male,1,Bachelors,Exec-managerial
48,Male,1,Some-college,Protective-serv
38,Male,0,HS-grad,Transport-moving
18,Female,0,11th,Exec-managerial
22,Female,0,Some-college,Adm-clerical
41,Male,0,Some-college,Machine-op-inspct
30,Male,0,HS-grad,Farming-fishing
24,Male,0,Some-college,Sales
36,Male,0,9th,Craft-repair
41,Male,0,Bachelors,Prof-specialty
38,Male,1,Bachelors,Exec-managerial
24,Female,0,HS-grad,Sales
47,Male,0,HS-grad,Handlers-cleaners
23,Male,0,Bachelors,Prof-specialty
40,Female,0,HS-grad,Other-service
34,Male,0,HS-grad,Craft-repair
34,Male,0,10th,Machine-op-inspct
30,Male,0,Bachelors,Sales
23,Male,0,HS-grad,Sales
35,Male,1,Bachelors,Sales
34,Male,1,Masters,Exec-managerial
29,Male,1,Bachelors,Prof-specialty
43,Female,0,Bachelors,Prof-specialty
41,Male,1,Some-college,Sales
27,Male,0,9th,Craft-repair
27,Female,0,HS-grad,Other-service
47,Male,1,Some-college,Sales
21,Male,0,HS-grad,Craft-repair
26,Female,0,HS-grad,Prof-specialty
29,Male,0,Masters,Prof-specialty
51,Male,1,Masters,Exec-managerial
32,Male,0,Preschool,Machine-op-inspct
33,Male,0,Some-college,Other-service
25,Male,0,HS-grad,Machine-op-inspct
23,Male,0,Bachelors,Sales
22,Male,0,Some-college,Handlers-cleaners
64,Male,0,10th,Other-service
40,Male,0,Assoc-acdm,Protective-serv
50,Male,0,11th,Craft-repair
22,Male,0,Some-college,Tech-support
29,Male,0,Bachelors,Tech-support
45,Female,0,Masters,Prof-specialty
26,Female,0,Masters,Prof-specialty
43,Male,1,Bachelors,Exec-managerial
36,Male,1,Bachelors,Exec-managerial
49,Male,0,Some-college,Exec-managerial
31,Female,0,HS-grad,Adm-clerical
19,Male,0,HS-grad,Sales
60,Male,1,Some-college,Exec-managerial
54,Male,1,Bachelors,Sales
31,Female,0,Some-college,Exec-managerial
54,Male,0,9th,Handlers-cleaners
25,Female,0,Bachelors,Sales
39,Male,1,Bachelors,Prof-specialty
63,Male,0,Some-college,Other-service
31,Male,0,Some-college,Machine-op-inspct
56,Male,0,Assoc-voc,Craft-repair
34,Female,0,Assoc-voc,Adm-clerical
51,Male,0,Bachelors,Exec-managerial
41,Male,1,Masters,Exec-managerial
38,Male,0,Bachelors,Craft-repair
49,Female,0,HS-grad,Adm-clerical
32,Female,0,Bachelors,Exec-managerial
21,Female,0,Some-college,Other-service
67,Female,0,Some-college,Other-service
47,Male,0,Some-college,Craft-repair
31,Male,1,HS-grad,Protective-serv
49,Female,1,Bachelors,Adm-clerical
35,Male,1,Assoc-voc,Adm-clerical
20,Male,0,HS-grad,Sales
21,Female,0,HS-grad,Handlers-cleaners
47,Male,1,Some-college,Prof-specialty
34,Male,0,Assoc-acdm,Adm-clerical
42,Female,0,HS-grad,Adm-clerical
24,Male,0,HS-grad,Machine-op-inspct
31,Male,1,Bachelors,Exec-managerial
43,Male,1,Prof-school,Prof-specialty
27,Male,0,Some-college,Handlers-cleaners
31,Male,1,Bachelors,Sales
52,Female,0,Masters,Prof-specialty
77,Male,0,7th-8th,Craft-repair
59,Male,0,10th,Protective-serv
58,Male,1,Bachelors,Exec-managerial
35,Female,0,HS-grad,Machine-op-inspct
36,Male,0,Bachelors,Prof-specialty
24,Female,0,Bachelors,Sales
27,Male,0,Assoc-voc,Exec-managerial
36,Male,1,HS-grad,Sales
24,Male,0,Some-college,Handlers-cleaners
46,Female,0,Bachelors,Sales
28,Female,0,Bachelors,Prof-specialty
36,Female,0,Bachelors,Adm-clerical
36,Male,1,HS-grad,Machine-op-inspct
34,Male,0,Bachelors,Prof-specialty
37,Female,1,Bachelors,Prof-specialty
21,Female,0,HS-grad,Machine-op-inspct
50,Female,1,Bachelors,Exec-managerial
21,Male,0,HS-grad,Other-service
24,Male,0,HS-grad,Craft-repair
28,Female,0,HS-grad,Adm-clerical
34,Male,1,Masters,Sales
34,Male,1,Bachelors,Exec-managerial
36,Male,0,Masters,Exec-managerial
46,Male,1,Bachelors,Sales
20,Female,0,HS-grad,Sales
32,Male,1,Masters,Exec-managerial
31,Female,0,HS-grad,Exec-managerial
30,Male,0,Prof-school,Prof-specialty
24,Male,0,Bachelors,Sales
28,Male,1,Bachelors,Protective-serv
40,Male,0,9th,Craft-repair
22,Male,0,Bachelors,Sales
35,Female,0,Some-college,Adm-clerical
33,Male,0,HS-grad,Transport-moving
36,Female,0,5th-6th,Priv-house-serv
59,Male,0,HS-grad,Craft-repair
23,Female,0,Some-college,Sales
46,Male,0,Some-college,Craft-repair
36,Female,0,HS-grad,Other-service
25,Male,1,11th,Transport-moving
21,Female,0,Assoc-voc,Sales
47,Male,0,HS-grad,Craft-repair
55,Female,0,HS-grad,Other-service
53,Male,1,HS-grad,Sales
43,Female,0,Masters,Prof-specialty
49,Male,0,HS-grad,Machine-op-inspct
25,Male,0,HS-grad,Exec-managerial
30,Male,0,Bachelors,Prof-specialty
56,Male,0,HS-grad,Machine-op-inspct
42,Male,0,HS-grad,Craft-repair
41,Male,1,Some-college,Sales
32,Male,0,HS-grad,Adm-clerical
56,Male,0,HS-grad,Adm-clerical
35,Male,0,Some-college,Transport-moving
52,Male,1,1st-4th,Exec-managerial
56,Female,1,Some-college,Farming-fishing
44,Male,0,Some-college,Other-service
31,Male,0,HS-grad,Craft-repair
60,Male,1,Assoc-acdm,Adm-clerical
29,Female,0,HS-grad,Adm-clerical
24,Female,0,Bachelors,Tech-support
18,Female,0,11th,Other-service
47,Male,1,Some-college,Craft-repair
35,Female,0,HS-grad,Adm-clerical
25,Female,0,Some-college,Adm-clerical
22,Male,0,HS-grad,Adm-clerical
64,Male,1,HS-grad,Craft-repair
34,Female,0,Assoc-voc,Adm-clerical
26,Male,0,Bachelors,Sales
40,Female,0,HS-grad,Machine-op-inspct
32,Female,0,Some-college,Farming-fishing
27,Male,0,HS-grad,Other-service
40,Male,1,Bachelors,Adm-clerical
22,Male,0,Some-college,Farming-fishing
40,Female,0,Some-college,Craft-repair
21,Male,0,HS-grad,Craft-repair
45,Female,0,HS-grad,Sales
33,Male,0,Masters,Prof-specialty
41,Male,1,Bachelors,Sales
20,Female,0,Some-college,Craft-repair
64,Female,0,Some-college,Other-service
21,Female,0,Some-college,Exec-managerial
59,Male,1,Bachelors,Exec-managerial
45,Female,1,Assoc-acdm,Adm-clerical
40,Male,1,Bachelors,Prof-specialty
19,Female,0,HS-grad,Machine-op-inspct
57,Male,1,HS-grad,Machine-op-inspct
27,Male,0,Assoc-voc,Transport-moving
36,Male,0,HS-grad,Other-service
22,Female,0,Some-college,Adm-clerical
31,Male,1,Bachelors,Protective-serv
32,Male,0,Assoc-voc,Prof-specialty
32,Female,0,Bachelors,Protective-serv
41,Male,1,Some-college,Sales
44,Male,1,Doctorate,Prof-specialty
70,Male,0,10th,Machine-op-inspct
58,Male,0,10th,Transport-moving
33,Female,0,Some-college,Adm-clerical
31,Female,0,HS-grad,Tech-support
43,Male,0,Bachelors,Exec-managerial
21,Male,0,Some-college,Other-service
48,Male,0,Bachelors,Exec-managerial
44,Male,1,Bachelors,Sales
22,Male,0,10th,Craft-repair
53,Male,0,Bachelors,Exec-managerial
18,Male,0,HS-grad,Sales
75,Male,0,10th,Transport-moving
21,Female,0,Bachelors,Other-service
57,Male,0,HS-grad,Craft-repair
22,Male,0,Some-college,Other-service
45,Male,0,HS-grad,Machine-op-inspct
38,Male,0,HS-grad,Farming-fishing
62,Female,0,HS-grad,Machine-op-inspct
19,Male,0,HS-grad,Other-service
46,Male,0,HS-grad,Exec-managerial
44,Male,1,Bachelors,Exec-managerial
35,Male,1,Prof-school,Prof-specialty
64,Male,1,10th,Prof-specialty
22,Female,0,Some-college,Other-service
40,Male,0,Assoc-voc,Craft-repair
45,Female,0,Some-college,Craft-repair
36,Female,0,HS-grad,Adm-clerical
39,Female,0,HS-grad,Other-service
19,Male,0,HS-grad,Other-service
28,Male,0,Some-college,Protective-serv
23,Male,0,Some-college,Machine-op-inspct
27,Female,0,Bachelors,Prof-specialty
40,Male,1,Some-college,Craft-repair
21,Male,0,10th,Sales
18,Male,0,HS-grad,Sales
31,Male,0,HS-grad,Craft-repair
58,Female,0,Masters,Sales
66,Female,0,10th,Other-service
44,Male,1,Some-college,Transport-moving
35,Male,0,HS-grad,Other-service
22,Male,0,Bachelors,Prof-specialty
32,Female,0,Assoc-voc,Prof-specialty
40,Male,0,HS-grad,Craft-repair
33,Female,0,10th,Other-service
52,Male,0,HS-grad,Transport-moving
44,Female,1,HS-grad,Craft-repair
20,Male,0,Some-college,Prof-specialty
50,Male,1,HS-grad,Transport-moving
39,Male,0,10th,Craft-repair
21,Female,0,HS-grad,Adm-clerical
24,Male,0,Some-college,Craft-repair
29,Female,0,Some-college,Sales
24,Female,0,HS-grad,Adm-clerical
53,Female,0,Bachelors,Machine-op-inspct
44,Female,0,Some-college,Sales
39,Female,0,HS-grad,Machine-op-inspct
36,Male,0,HS-grad,Craft-repair
26,Female,0,HS-grad,Adm-clerical
19,Female,0,HS-grad,Exec-managerial
25,Female,0,Some-college,Other-service
36,Female,0,HS-grad,Handlers-cleaners
39,Male,1,Bachelors,Prof-specialty
41,Male,1,Prof-school,Prof-specialty
38,Male,0,HS-grad,Machine-op-inspct
45,Female,1,HS-grad,Exec-managerial
49,Male,1,Some-college,Prof-specialty
30,Male,0,5th-6th,Machine-op-inspct
47,Male,1,Masters,Exec-managerial
24,Male,0,Assoc-acdm,Adm-clerical
36,Female,1,Some-college,Adm-clerical
47,Male,0,Some-college,Prof-specialty
61,Male,1,Bachelors,Sales
30,Male,0,HS-grad,Transport-moving
47,Male,0,HS-grad,Other-service
48,Male,0,HS-grad,Sales
33,Male,0,Bachelors,Craft-repair
50,Male,1,Masters,Exec-managerial
52,Male,1,Assoc-voc,Craft-repair
34,Male,0,Some-college,Handlers-cleaners
43,Male,0,Some-college,Other-service
63,Male,0,11th,Sales
34,Male,0,HS-grad,Adm-clerical
22,Female,0,HS-grad,Other-service
64,Male,0,HS-grad,Craft-repair
74,Male,0,7th-8th,Farming-fishing
36,Female,0,HS-grad,Adm-clerical
55,Female,0,Masters,Prof-specialty
40,Male,0,Some-college,Craft-repair
49,Male,0,Some-college,Sales
50,Male,1,HS-grad,Sales
31,Female,1,Some-college,Exec-managerial
64,Male,0,HS-grad,Prof-specialty
29,Male,0,Some-college,Other-service
47,Female,0,HS-grad,Machine-op-inspct
52,Male,1,HS-grad,Transport-moving
28,Female,0,Bachelors,Prof-specialty
49,Male,1,HS-grad,Craft-repair
46,Male,1,Masters,Sales
47,Male,1,Some-college,Transport-moving
33,Male,1,Masters,Exec-managerial
31,Female,1,Masters,Exec-managerial
54,Male,0,Bachelors,Prof-specialty
45,Male,0,HS-grad,Handlers-cleaners
25,Male,1,Some-college,Sales
65,Male,0,Bachelors,Exec-managerial
48,Female,1,HS-grad,Craft-repair
34,Male,0,Bachelors,Sales
29,Male,1,Doctorate,Prof-specialty
47,Male,0,HS-grad,Prof-specialty
34,Male,0,Some-college,Craft-repair
29,Male,0,Assoc-voc,Craft-repair
21,Male,0,Some-college,Other-service
45,Male,0,Some-college,Transport-moving
33,Female,1,HS-grad,Adm-clerical
55,Female,0,Assoc-voc,Exec-managerial
35,Female,0,10th,Sales
43,Female,0,HS-grad,Machine-op-inspct
19,Male,0,11th,Handlers-cleaners
54,Male,1,Bachelors,Sales
19,Male,0,HS-grad,Transport-moving
46,Male,1,Doctorate,Prof-specialty
54,Male,0,HS-grad,Craft-repair
47,Female,0,HS-grad,Other-service
39,Male,0,Some-college,Exec-managerial
32,Female,1,Bachelors,Exec-managerial
49,Female,1,Prof-school,Prof-specialty
54,Female,0,Masters,Prof-specialty
29,Female,0,Some-college,Tech-support
35,Male,0,HS-grad,Machine-op-inspct
37,Male,0,HS-grad,Transport-moving
56,Male,1,Assoc-voc,Craft-repair
37,Male,1,Some-college,Craft-repair
80,Male,0,7th-8th,Farming-fishing
57,Male,0,HS-grad,Sales
43,Male,1,Assoc-voc,Exec-managerial
30,Female,0,11th,Sales
38,Male,0,10th,Craft-repair
26,Male,0,Bachelors,Tech-support
26,Female,0,Bachelors,Exec-managerial
51,Male,0,HS-grad,Craft-repair
32,Male,0,HS-grad,Handlers-cleaners
50,Female,0,HS-grad,Machine-op-inspct
20,Female,0,HS-grad,Priv-house-serv
54,Male,0,HS-grad,Sales
23,Male,0,Bachelors,Handlers-cleaners
46,Male,0,5th-6th,Craft-repair
49,Male,0,Bachelors,Prof-specialty
51,Male,0,HS-grad,Transport-moving
58,Male,1,HS-grad,Sales
47,Male,1,Bachelors,Sales
29,Female,0,10th,Farming-fishing
33,Male,0,HS-grad,Farming-fishing
27,Male,0,HS-grad,Other-service
50,Female,0,Masters,Prof-specialty
28,Male,0,Some-college,Prof-specialty
32,Female,0,Some-college,Adm-clerical
36,Female,0,Bachelors,Sales
19,Female,0,Some-college,Sales
34,Male,1,HS-grad,Craft-repair
29,Female,0,Bachelors,Protective-serv
36,Male,0,Masters,Prof-specialty
50,Male,0,HS-grad,Craft-repair
56,Female,1,Bachelors,Exec-managerial
26,Female,0,Some-college,Exec-managerial
43,Male,1,Masters,Exec-managerial
27,Female,0,Bachelors,Adm-clerical
37,Male,1,Assoc-acdm,Exec-managerial
25,Male,0,Bachelors,Craft-repair
45,Female,0,HS-grad,Adm-clerical
21,Female,0,Some-college,Tech-support
44,Female,0,HS-grad,Adm-clerical
30,Female,0,Bachelors,Exec-managerial
32,Male,0,HS-grad,Adm-clerical
18,Male,0,11th,Handlers-cleaners
42,Female,0,HS-grad,Other-service
43,Female,0,Some-college,Exec-managerial
36,Female,0,HS-grad,Machine-op-inspct
32,Male,1,Some-college,Sales
32,Male,0,Some-college,Sales
38,Female,0,Assoc-voc,Craft-repair
25,Male,0,HS-grad,Transport-moving
27,Male,0,HS-grad,Protective-serv
47,Male,0,HS-grad,Craft-repair
39,Male,0,HS-grad,Craft-repair
31,Female,1,Assoc-acdm,Prof-specialty
37,Male,1,Bachelors,Prof-specialty
23,Male,0,Bachelors,Exec-managerial
32,Male,0,Bachelors,Exec-managerial
25,Male,0,Bachelors,Craft-repair
24,Female,0,Some-college,Other-service
31,Female,1,Bachelors,Prof-specialty
39,Male,0,Bachelors,Prof-specialty
41,Female,0,HS-grad,Adm-clerical
41,Male,0,HS-grad,Adm-clerical
33,Female,1,HS-grad,Adm-clerical
38,Male,1,Bachelors,Sales
28,Male,0,Some-college,Craft-repair
27,Male,0,HS-grad,Farming-fishing
39,Male,0,HS-grad,Transport-moving
43,Male,1,HS-grad,Exec-managerial
21,Male,0,Some-college,Handlers-cleaners
47,Male,0,Some-college,Transport-moving
33,Male,0,HS-grad,Transport-moving
