Age,Gender,Income,Education,Occupation
30-39,Female,Low,HS-grad,Exec-managerial
30-39,Any,Low,Prof-school,Prof-specialty
20-29,Male,Low,Bachelors,Sales
20-29,Any,High,Bachelors,Protective-serv
40-49,Any,Low,9th,Craft-repair
20-29,Any,Low,Bachelors,Sales
30-39,Female,Low,Some-college,Adm-clerical
30-39,Any,Low,HS-grad,Transport-moving
30-39,Female,Low,5th-6th,Priv-house-serv
50-59,Any,Low,HS-grad,Craft-repair
20-29,Female,Low,Some-college,Sales
40-49,Any,Low,Some-college,Craft-repair
30-39,Female,Low,HS-grad,Other-service
20-29,Any,High,11th,Transport-moving
20-29,Any,Low,Assoc-voc,Sales
40-49,Male,Low,HS-grad,Craft-repair
50-59,Any,Low,HS-grad,Other-service
50-59,Any,High,HS-grad,Sales
40-49,Female,Low,Masters,Prof-specialty
40-49,Any,Low,HS-grad,Machine-op-inspct
20-29,Male,Low,HS-grad,Exec-managerial
30-39,Male,Low,Bachelors,Prof-specialty
50-59,Male,Low,HS-grad,Machine-op-inspct
40-49,Any,Low,HS-grad,Craft-repair
40-49,Any,High,Some-college,Sales
30-39,Male,Low,HS-grad,Adm-clerical
50-59,Any,Low,HS-grad,Adm-clerical
30-39,Male,Low,Some-college,Transport-moving
50-59,Any,High,1st-4th,Exec-managerial
50-59,Female,High,Some-college,Farming-fishing
40-49,Any,Low,Some-college,Other-service
30-39,Any,Low,HS-grad,Craft-repair
60-69,Male,High,Assoc-acdm,Adm-clerical
20-29,Any,Low,HS-grad,Adm-clerical
20-29,Any,Low,Bachelors,Tech-support
10-19,Female,Low,11th,Other-service
40-49,Any,High,Some-college,Craft-repair
30-39,Any,Low,HS-grad,Adm-clerical
20-29,Any,Low,Some-college,Adm-clerical
20-29,Male,Low,HS-grad,Adm-clerical
60-69,Any,High,HS-grad,Craft-repair
30-39,Female,Low,Assoc-voc,Adm-clerical
20-29,Male,Low,Bachelors,Sales
40-49,Female,Low,HS-grad,Machine-op-inspct
30-39,Any,Low,Some-college,Farming-fishing
20-29,Any,Low,HS-grad,Other-service
40-49,Any,High,Bachelors,Adm-clerical
20-29,Any,Low,Some-college,Farming-fishing
40-49,Female,Low,Some-college,Craft-repair
20-29,Male,Low,HS-grad,Craft-repair
40-49,Any,Low,HS-grad,Sales
30-39,Male,Low,Masters,Prof-specialty
40-49,Male,High,Bachelors,Sales
20-29,Female,Low,Some-college,Craft-repair
60-69,Any,Low,Some-college,Other-service
20-29,Any,Low,Some-college,Exec-managerial
50-59,Any,High,Bachelors,Exec-managerial
40-49,Female,High,Assoc-acdm,Adm-clerical
40-49,Any,High,Bachelors,Prof-specialty
10-19,Female,Low,HS-grad,Machine-op-inspct
50-59,Male,High,HS-grad,Machine-op-inspct
20-29,Male,Low,Assoc-voc,Transport-moving
30-39,Any,Low,HS-grad,Other-service
20-29,Female,Low,Some-college,Adm-clerical
30-39,Male,High,Bachelors,Protective-serv
30-39,Any,Low,Assoc-voc,Prof-specialty
30-39,Any,Low,Bachelors,Protective-serv
40-49,Any,High,Some-college,Sales
40-49,Male,High,Doctorate,Prof-specialty
70-79,Male,Low,10th,Machine-op-inspct
50-59,Any,Low,10th,Transport-moving
30-39,Any,Low,Some-college,Adm-clerical
30-39,Female,Low,HS-grad,Tech-support
40-49,Any,Low,Bachelors,Exec-managerial
20-29,Male,Low,Some-college,Other-service
40-49,Any,Low,Bachelors,Exec-managerial
40-49,Any,High,Bachelors,Sales
20-29,Male,Low,10th,Craft-repair
50-59,Any,Low,Bachelors,Exec-managerial
10-19,Male,Low,HS-grad,Sales
70-79,Male,Low,10th,Transport-moving
20-29,Any,Low,Bachelors,Other-service
50-59,Male,Low,HS-grad,Craft-repair
20-29,Any,Low,Some-college,Other-service
40-49,Male,Low,HS-grad,Machine-op-inspct
30-39,Male,Low,HS-grad,Farming-fishing
60-69,Female,Low,HS-grad,Machine-op-inspct
10-19,Male,Low,HS-grad,Other-service
40-49,Any,Low,HS-grad,Exec-managerial
40-49,Any,High,Bachelors,Exec-managerial
30-39,Any,High,Prof-school,Prof-specialty
60-69,Any,High,10th,Prof-specialty
20-29,Any,Low,Some-college,Other-service
40-49,Any,Low,Assoc-voc,Craft-repair
40-49,Any,Low,Some-college,Craft-repair
30-39,Any,Low,HS-grad,Adm-clerical
30-39,Female,Low,HS-grad,Other-service
10-19,Any,Low,HS-grad,Other-service
20-29,Any,Low,Some-college,Protective-serv
20-29,Any,Low,Some-college,Machine-op-inspct
20-29,Any,Low,Bachelors,Prof-specialty
40-49,Any,High,Some-college,Craft-repair
20-29,Male,Low,10th,Sales
10-19,Any,Low,HS-grad,Sales
30-39,Any,Low,HS-grad,Craft-repair
50-59,Any,Low,Masters,Sales
60-69,Female,Low,10th,Other-service
40-49,Any,High,Some-college,Transport-moving
30-39,Any,Low,HS-grad,Other-service
20-29,Male,Low,Bachelors,Prof-specialty
30-39,Any,Low,Assoc-voc,Prof-specialty
40-49,Male,Low,HS-grad,Craft-repair
30-39,Any,Low,10th,Other-service
50-59,Male,Low,HS-grad,Transport-moving
40-49,Female,High,HS-grad,Craft-repair
20-29,Any,Low,Some-college,Prof-specialty
50-59,Any,High,HS-grad,Transport-moving
30-39,Any,Low,10th,Craft-repair
20-29,Any,Low,HS-grad,Adm-clerical
20-29,Male,Low,Some-college,Craft-repair
20-29,Female,Low,Some-college,Sales
20-29,Any,Low,HS-grad,Adm-clerical
50-59,Female,Low,Bachelors,Machine-op-inspct
40-49,Female,Low,Some-college,Sales
30-39,Any,Low,HS-grad,Machine-op-inspct
30-39,Any,Low,HS-grad,Craft-repair
20-29,Female,Low,HS-grad,Adm-clerical
10-19,Any,Low,HS-grad,Exec-managerial
20-29,Any,Low,Some-college,Other-service
30-39,Any,Low,HS-grad,Handlers-cleaners
30-39,Male,High,Bachelors,Prof-specialty
40-49,Male,High,Prof-school,Prof-specialty
30-39,Male,Low,HS-grad,Machine-op-inspct
40-49,Female,High,HS-grad,Exec-managerial
40-49,Male,High,Some-college,Prof-specialty
30-39,Male,Low,5th-6th,Machine-op-inspct
40-49,Male,High,Masters,Exec-managerial
20-29,Any,Low,Assoc-acdm,Adm-clerical
30-39,Female,High,Some-college,Adm-clerical
40-49,Male,Low,Some-college,Prof-specialty
60-69,Any,High,Bachelors,Sales
30-39,Male,Low,HS-grad,Transport-moving
40-49,Male,Low,HS-grad,Other-service
40-49,Any,Low,HS-grad,Sales
30-39,Any,Low,Bachelors,Craft-repair
50-59,Any,High,Masters,Exec-managerial
50-59,Male,High,Assoc-voc,Craft-repair
30-39,Any,Low,Some-college,Handlers-cleaners
40-49,Male,Low,Some-college,Other-service
60-69,Male,Low,11th,Sales
30-39,Male,Low,HS-grad,Adm-clerical
20-29,Any,Low,HS-grad,Other-service
60-69,Male,Low,HS-grad,Craft-repair
70-79,Any,Low,7th-8th,Farming-fishing
30-39,Any,Low,HS-grad,Adm-clerical
50-59,Any,Low,Masters,Prof-specialty
40-49,Any,Low,Some-college,Craft-repair
40-49,Male,Low,Some-college,Sales
50-59,Male,High,HS-grad,Sales
30-39,Any,High,Some-college,Exec-managerial
60-69,Any,Low,HS-grad,Prof-specialty
20-29,Any,Low,Some-college,Other-service
40-49,Female,Low,HS-grad,Machine-op-inspct
50-59,Male,High,HS-grad,Transport-moving
20-29,Any,Low,Bachelors,Prof-specialty
40-49,Male,High,HS-grad,Craft-repair
40-49,Any,High,Masters,Sales
40-49,Any,High,Some-college,Transport-moving
30-39,Any,High,Masters,Exec-managerial
30-39,Female,High,Masters,Exec-managerial
50-59,Male,Low,Bachelors,Prof-specialty
40-49,Male,Low,HS-grad,Handlers-cleaners
20-29,Male,High,Some-college,Sales
60-69,Any,Low,Bachelors,Exec-managerial
40-49,Female,High,HS-grad,Craft-repair
30-39,Male,Low,Bachelors,Sales
20-29,Any,High,Doctorate,Prof-specialty
40-49,Male,Low,HS-grad,Prof-specialty
30-39,Any,Low,Some-college,Craft-repair
20-29,Any,Low,Assoc-voc,Craft-repair
20-29,Male,Low,Some-college,Other-service
40-49,Male,Low,Some-college,Transport-moving
30-39,Any,High,HS-grad,Adm-clerical
50-59,Female,Low,Assoc-voc,Exec-managerial
30-39,Any,Low,10th,Sales
40-49,Female,Low,HS-grad,Machine-op-inspct
10-19,Male,Low,11th,Handlers-cleaners
50-59,Any,High,Bachelors,Sales
10-19,Any,Low,HS-grad,Transport-moving
40-49,Male,High,Doctorate,Prof-specialty
50-59,Male,Low,HS-grad,Craft-repair
40-49,Female,Low,HS-grad,Other-service
30-39,Any,Low,Some-college,Exec-managerial
30-39,Any,High,Bachelors,Exec-managerial
40-49,Any,High,Prof-school,Prof-specialty
50-59,Female,Low,Masters,Prof-specialty
20-29,Any,Low,Some-college,Tech-support
30-39,Male,Low,HS-grad,Machine-op-inspct
30-39,Male,Low,HS-grad,Transport-moving
50-59,Any,High,Assoc-voc,Craft-repair
30-39,Male,High,Some-college,Craft-repair
80-89,Male,Low,7th-8th,Farming-fishing
50-59,Any,Low,HS-grad,Sales
40-49,Male,High,Assoc-voc,Exec-managerial
30-39,Any,Low,11th,Sales
30-39,Male,Low,10th,Craft-repair
20-29,Male,Low,Bachelors,Tech-support
20-29,Female,Low,Bachelors,Exec-managerial
50-59,Male,Low,HS-grad,Craft-repair
30-39,Any,Low,HS-grad,Handlers-cleaners
50-59,Female,Low,HS-grad,Machine-op-inspct
20-29,Any,Low,HS-grad,Priv-house-serv
50-59,Any,Low,HS-grad,Sales
20-29,Male,Low,Bachelors,Handlers-cleaners
40-49,Male,Low,5th-6th,Craft-repair
40-49,Male,Low,Bachelors,Prof-specialty
50-59,Male,Low,HS-grad,Transport-moving
50-59,Any,High,HS-grad,Sales
40-49,Any,High,Bachelors,Sales
20-29,Female,Low,10th,Farming-fishing
30-39,Male,Low,HS-grad,Farming-fishing
20-29,Male,Low,HS-grad,Other-service
50-59,Any,Low,Masters,Prof-specialty
20-29,Any,Low,Some-college,Prof-specialty
30-39,Female,Low,Some-college,Adm-clerical
30-39,Female,Low,Bachelors,Sales
10-19,Any,Low,Some-college,Sales
30-39,Any,High,HS-grad,Craft-repair
20-29,Female,Low,Bachelors,Protective-serv
30-39,Male,Low,Masters,Prof-specialty
50-59,Any,Low,HS-grad,Craft-repair
50-59,Female,High,Bachelors,Exec-managerial
20-29,Female,Low,Some-college,Exec-managerial
40-49,Any,High,Masters,Exec-managerial
20-29,Any,Low,Bachelors,Adm-clerical
30-39,Any,High,Assoc-acdm,Exec-managerial
20-29,Any,Low,Bachelors,Craft-repair
40-49,Any,Low,HS-grad,Adm-clerical
20-29,Any,Low,Some-college,Tech-support
40-49,Any,Low,HS-grad,Adm-clerical
30-39,Any,Low,Bachelors,Exec-managerial
30-39,Male,Low,HS-grad,Adm-clerical
10-19,Any,Low,11th,Handlers-cleaners
40-49,Any,Low,HS-grad,Other-service
40-49,Any,Low,Some-college,Exec-managerial
30-39,Any,Low,HS-grad,Machine-op-inspct
30-39,Any,High,Some-college,Sales
30-39,Any,Low,Some-college,Sales
30-39,Female,Low,Assoc-voc,Craft-repair
20-29,Male,Low,HS-grad,Transport-moving
20-29,Male,Low,HS-grad,Protective-serv
40-49,Any,Low,HS-grad,Craft-repair
30-39,Male,Low,HS-grad,Craft-repair
30-39,Any,High,Assoc-acdm,Prof-specialty
30-39,Male,High,Bachelors,Prof-specialty
20-29,Male,Low,Bachelors,Exec-managerial
30-39,Any,Low,Bachelors,Exec-managerial
20-29,Any,Low,Bachelors,Craft-repair
20-29,Female,Low,Some-college,Other-service
30-39,Female,High,Bachelors,Prof-specialty
30-39,Male,Low,Bachelors,Prof-specialty
40-49,Female,Low,HS-grad,Adm-clerical
40-49,Male,Low,HS-grad,Adm-clerical
30-39,Any,High,HS-grad,Adm-clerical
30-39,Any,High,Bachelors,Sales
20-29,Any,Low,Some-college,Craft-repair
20-29,Male,Low,HS-grad,Farming-fishing
30-39,Any,Low,HS-grad,Transport-moving
40-49,Any,High,HS-grad,Exec-managerial
20-29,Any,Low,Some-college,Handlers-cleaners
40-49,Any,Low,Some-college,Transport-moving
30-39,Any,Low,HS-grad,Transport-moving
40-49,Any,High,Bachelors,Machine-op-inspct
40-49,Male,High,HS-grad,Transport-moving
20-29,Any,Low,Some-college,Prof-specialty
50-59,Any,Low,10th,Farming-fishing
40-49,Male,High,Doctorate,Prof-specialty
10-19,Any,Low,12th,Other-service
20-29,Any,Low,Bachelors,Other-service
50-59,Any,Low,HS-grad,Adm-clerical
30-39,Female,Low,Assoc-voc,Sales
50-59,Any,Low,Some-college,Adm-clerical
50-59,Female,Low,11th,Other-service
40-49,Any,Low,Prof-school,Prof-specialty
10-19,Female,Low,10th,Other-service
50-59,Male,High,Bachelors,Exec-managerial
70-79,Any,Low,HS-grad,Exec-managerial
30-39,Any,Low,HS-grad,Machine-op-inspct
40-49,Any,Low,HS-grad,Craft-repair
30-39,Male,Low,HS-grad,Handlers-cleaners
50-59,Any,Low,7th-8th,Machine-op-inspct
20-29,Male,Low,HS-grad,Protective-serv
20-29,Any,Low,HS-grad,Other-service
30-39,Any,Low,Masters,Exec-managerial
40-49,Female,Low,Some-college,Prof-specialty
50-59,Any,High,Assoc-voc,Craft-repair
50-59,Any,High,HS-grad,Exec-managerial
30-39,Male,Low,Bachelors,Transport-moving
50-59,Any,Low,Some-college,Farming-fishing
30-39,Any,Low,Some-college,Craft-repair
50-59,Any,High,Assoc-voc,Craft-repair
20-29,Any,Low,Bachelors,Exec-managerial
50-59,Any,Low,HS-grad,Craft-repair
50-59,Male,Low,HS-grad,Other-service
30-39,Any,Low,Assoc-voc,Tech-support
30-39,Any,Low,Assoc-acdm,Adm-clerical
30-39,Any,Low,Some-college,Exec-managerial
30-39,Female,Low,Some-college,Adm-clerical
40-49,Any,Low,HS-grad,Farming-fishing
50-59,Any,High,HS-grad,Transport-moving
30-39,Any,Low,HS-grad,Exec-managerial
60-69,Male,Low,Masters,Sales
20-29,Female,Low,Bachelors,Prof-specialty
30-39,Male,Low,12th,Transport-moving
30-39,Male,Low,Bachelors,Machine-op-inspct
20-29,Female,Low,HS-grad,Prof-specialty
20-29,Any,Low,Bachelors,Prof-specialty
50-59,Female,Low,Some-college,Exec-managerial
50-59,Any,Low,Some-college,Exec-managerial
60-69,Female,Low,HS-grad,Sales
40-49,Female,Low,10th,Machine-op-inspct
40-49,Any,Low,HS-grad,Sales
30-39,Any,High,HS-grad,Craft-repair
20-29,Male,Low,Some-college,Craft-repair
40-49,Any,Low,HS-grad,Transport-moving
10-19,Any,Low,11th,Sales
20-29,Any,Low,Assoc-voc,Other-service
20-29,Any,Low,Some-college,Protective-serv
30-39,Any,High,Assoc-voc,Sales
40-49,Any,High,Prof-school,Prof-specialty
60-69,Any,Low,Prof-school,Prof-specialty
40-49,Any,Low,7th-8th,Farming-fishing
20-29,Any,Low,HS-grad,Other-service
20-29,Any,Low,Assoc-acdm,Exec-managerial
20-29,Male,Low,Some-college,Machine-op-inspct
50-59,Any,Low,10th,Craft-repair
40-49,Any,Low,HS-grad,Transport-moving
20-29,Any,Low,10th,Handlers-cleaners
20-29,Any,Low,Some-college,Craft-repair
40-49,Any,High,Masters,Prof-specialty
30-39,Any,Low,HS-grad,Machine-op-inspct
50-59,Any,Low,HS-grad,Farming-fishing
30-39,Female,Low,Some-college,Other-service
70-79,Female,High,HS-grad,Adm-clerical
30-39,Male,High,HS-grad,Craft-repair
50-59,Any,High,HS-grad,Transport-moving
30-39,Any,Low,HS-grad,Machine-op-inspct
50-59,Any,High,Doctorate,Prof-specialty
30-39,Male,High,Bachelors,Protective-serv
30-39,Any,High,Masters,Sales
60-69,Male,Low,Bachelors,Sales
20-29,Female,Low,HS-grad,Sales
10-19,Male,Low,HS-grad,Other-service
10-19,Male,Low,11th,Handlers-cleaners
20-29,Male,Low,Some-college,Sales
30-39,Female,Low,Some-college,Other-service
30-39,Female,High,Bachelors,Prof-specialty
40-49,Male,Low,Bachelors,Prof-specialty
40-49,Any,High,HS-grad,Craft-repair
20-29,Male,Low,Bachelors,Protective-serv
50-59,Male,High,Assoc-acdm,Craft-repair
40-49,Any,Low,Some-college,Sales
20-29,Male,Low,Some-college,Transport-moving
30-39,Male,Low,HS-grad,Craft-repair
20-29,Male,Low,Some-college,Exec-managerial
30-39,Any,Low,HS-grad,Craft-repair
20-29,Male,High,Doctorate,Prof-specialty
20-29,Female,Low,HS-grad,Other-service
20-29,Male,Low,Some-college,Prof-specialty
50-59,Any,High,Bachelors,Craft-repair
40-49,Male,Low,Some-college,Adm-clerical
20-29,Female,Low,HS-grad,Exec-managerial
20-29,Any,Low,HS-grad,Sales
40-49,Any,High,Masters,Prof-specialty
50-59,Male,High,Bachelors,Exec-managerial
30-39,Any,Low,Some-college,Craft-repair
30-39,Any,Low,HS-grad,Machine-op-inspct
50-59,Female,Low,10th,Other-service
50-59,Female,Low,HS-grad,Adm-clerical
20-29,Female,Low,HS-grad,Machine-op-inspct
40-49,Male,Low,HS-grad,Transport-moving
20-29,Male,Low,HS-grad,Craft-repair
30-39,Male,High,HS-grad,Tech-support
20-29,Any,High,Bachelors,Exec-managerial
30-39,Male,Low,HS-grad,Craft-repair
50-59,Female,Low,Some-college,Prof-specialty
30-39,Any,Low,10th,Machine-op-inspct
20-29,Male,Low,Some-college,Adm-clerical
20-29,Male,Low,11th,Exec-managerial
20-29,Any,Low,Assoc-voc,Other-service
50-59,Male,Low,Bachelors,Exec-managerial
20-29,Male,Low,Bachelors,Adm-clerical
60-69,Any,Low,Some-college,Craft-repair
50-59,Female,Low,HS-grad,Sales
30-39,Female,Low,HS-grad,Prof-specialty
30-39,Any,Low,10th,Other-service
30-39,Male,Low,Assoc-voc,Craft-repair
40-49,Any,Low,Some-college,Prof-specialty
40-49,Any,High,Prof-school,Prof-specialty
20-29,Female,Low,Assoc-voc,Other-service
50-59,Male,High,Bachelors,Exec-managerial
30-39,Male,Low,9th,Craft-repair
50-59,Any,High,Doctorate,Exec-managerial
10-19,Male,Low,HS-grad,Craft-repair
50-59,Male,Low,9th,Transport-moving
20-29,Any,Low,HS-grad,Other-service
50-59,Male,Low,HS-grad,Adm-clerical
30-39,Male,Low,Bachelors,Prof-specialty
30-39,Male,Low,Some-college,Exec-managerial
30-39,Female,Low,Bachelors,Prof-specialty
30-39,Female,Low,7th-8th,Machine-op-inspct
30-39,Male,High,Some-college,Craft-repair
20-29,Male,Low,11th,Other-service
50-59,Male,Low,HS-grad,Sales
40-49,Male,High,Some-college,Machine-op-inspct
30-39,Male,Low,HS-grad,Protective-serv
30-39,Male,High,Prof-school,Prof-specialty
30-39,Any,Low,12th,Tech-support
30-39,Female,High,HS-grad,Craft-repair
20-29,Male,Low,Bachelors,Sales
40-49,Female,Low,Some-college,Adm-clerical
30-39,Male,High,Some-college,Adm-clerical
20-29,Any,Low,11th,Handlers-cleaners
50-59,Any,Low,Some-college,Other-service
20-29,Any,Low,HS-grad,Craft-repair
40-49,Any,High,Bachelors,Exec-managerial
30-39,Any,Low,Bachelors,Adm-clerical
40-49,Male,High,Doctorate,Prof-specialty
70-79,Any,Low,HS-grad,Other-service
30-39,Any,Low,Some-college,Adm-clerical
30-39,Any,Low,Some-college,Prof-specialty
20-29,Any,Low,Bachelors,Adm-clerical
20-29,Male,Low,HS-grad,Transport-moving
30-39,Male,Low,Some-college,Machine-op-inspct
20-29,Any,Low,Bachelors,Exec-managerial
30-39,Any,Low,Masters,Craft-repair
20-29,Female,Low,HS-grad,Adm-clerical
40-49,Female,High,Bachelors,Adm-clerical
20-29,Any,Low,HS-grad,Adm-clerical
10-19,Any,Low,Some-college,Other-service
30-39,Male,Low,Some-college,Other-service
40-49,Female,High,Bachelors,Prof-specialty
30-39,Any,Low,HS-grad,Sales
30-39,Any,High,HS-grad,Craft-repair
30-39,Male,Low,HS-grad,Adm-clerical
20-29,Any,Low,7th-8th,Handlers-cleaners
40-49,Any,High,Assoc-voc,Sales
10-19,Male,Low,11th,Prof-specialty
20-29,Any,Low,HS-grad,Sales
40-49,Any,Low,Assoc-voc,Adm-clerical
20-29,Any,Low,Bachelors,Prof-specialty
30-39,Any,High,Some-college,Craft-repair
50-59,Male,High,Masters,Prof-specialty
30-39,Female,Low,HS-grad,Other-service
40-49,Male,Low,Bachelors,Farming-fishing
60-69,Female,Low,Some-college,Adm-clerical
10-19,Male,Low,Some-college,Other-service
20-29,Any,Low,Masters,Prof-specialty
40-49,Any,High,Masters,Prof-specialty
20-29,Any,Low,10th,Craft-repair
40-49,Any,High,Bachelors,Exec-managerial
40-49,Male,Low,Assoc-voc,Exec-managerial
30-39,Any,Low,HS-grad,Prof-specialty
50-59,Male,Low,7th-8th,Farming-fishing
50-59,Any,High,Bachelors,Adm-clerical
40-49,Any,Low,HS-grad,Adm-clerical
60-69,Male,High,Bachelors,Prof-specialty
50-59,Any,Low,7th-8th,Transport-moving
20-29,Female,Low,7th-8th,Other-service
40-49,Any,High,Bachelors,Prof-specialty
30-39,Any,Low,HS-grad,Craft-repair
30-39,Any,High,Masters,Exec-managerial
20-29,Male,Low,Bachelors,Sales
10-19,Female,Low,HS-grad,Other-service
40-49,Any,High,Some-college,Tech-support
40-49,Any,Low,HS-grad,Craft-repair
50-59,Any,Low,HS-grad,Craft-repair
40-49,Any,High,Masters,Prof-specialty
40-49,Any,Low,Some-college,Sales
20-29,Any,Low,Assoc-voc,Adm-clerical
50-59,Male,High,10th,Transport-moving
50-59,Any,High,HS-grad,Exec-managerial
40-49,Any,High,Bachelors,Prof-specialty
20-29,Any,Low,12th,Adm-clerical
40-49,Any,Low,HS-grad,Machine-op-inspct
20-29,Any,Low,HS-grad,Machine-op-inspct
40-49,Any,Low,Bachelors,Exec-managerial
50-59,Female,Low,HS-grad,Exec-managerial
50-59,Male,High,HS-grad,Other-service
20-29,Male,Low,HS-grad,Craft-repair
40-49,Any,Low,Some-college,Exec-managerial
20-29,Female,Low,HS-grad,Adm-clerical
40-49,Any,Low,Bachelors,Prof-specialty
30-39,Any,Low,HS-grad,Machine-op-inspct
20-29,Female,Low,Bachelors,Sales
30-39,Any,Low,11th,Craft-repair
30-39,Male,Low,11th,Other-service
50-59,Male,High,Masters,Exec-managerial
50-59,Male,Low,Some-college,Exec-managerial
40-49,Male,High,Doctorate,Prof-specialty
40-49,Any,Low,HS-grad,Sales
40-49,Any,Low,Some-college,Other-service
30-39,Any,High,HS-grad,Prof-specialty
20-29,Female,Low,HS-grad,Adm-clerical
20-29,Male,Low,12th,Tech-support
50-59,Any,High,Some-college,Sales
80-89,Male,Low,1st-4th,Prof-specialty
50-59,Male,High,Some-college,Exec-managerial
50-59,Female,Low,Masters,Prof-specialty
60-69,Any,Low,HS-grad,Exec-managerial
20-29,Female,Low,Some-college,Other-service
20-29,Male,Low,Bachelors,Prof-specialty
80-89,Male,Low,5th-6th,Other-service
40-49,Any,High,Some-college,Adm-clerical
20-29,Any,Low,HS-grad,Sales
50-59,Male,High,Masters,Prof-specialty
40-49,Male,Low,HS-grad,Other-service
60-69,Any,Low,Bachelors,Prof-specialty
40-49,Male,High,Bachelors,Exec-managerial
20-29,Male,Low,Some-college,Transport-moving
50-59,Male,Low,HS-grad,Transport-moving
10-19,Any,Low,12th,Handlers-cleaners
30-39,Any,Low,10th,Other-service
30-39,Female,Low,12th,Other-service
10-19,Any,Low,11th,Farming-fishing
30-39,Any,Low,Some-college,Sales
20-29,Female,Low,Some-college,Sales
40-49,Male,High,Bachelors,Exec-managerial
40-49,Any,High,HS-grad,Transport-moving
10-19,Female,Low,10th,Other-service
30-39,Any,Low,HS-grad,Other-service
20-29,Male,Low,Some-college,Other-service
20-29,Male,High,Some-college,Other-service
30-39,Any,High,Masters,Exec-managerial
30-39,Male,High,Bachelors,Adm-clerical
20-29,Any,Low,HS-grad,Farming-fishing
20-29,Any,Low,HS-grad,Sales
30-39,Any,Low,Some-college,Sales
30-39,Male,Low,Assoc-voc,Craft-repair
20-29,Any,Low,HS-grad,Prof-specialty
40-49,Male,Low,HS-grad,Transport-moving
30-39,Male,High,HS-grad,Sales
50-59,Any,High,Some-college,Sales
30-39,Male,Low,Some-college,Sales
10-19,Any,Low,Some-college,Sales
20-29,Male,Low,HS-grad,Farming-fishing
30-39,Male,Low,Some-college,Craft-repair
30-39,Any,Low,Some-college,Sales
50-59,Male,High,HS-grad,Handlers-cleaners
10-19,Male,Low,HS-grad,Craft-repair
60-69,Any,Low,Bachelors,Prof-specialty
20-29,Any,Low,Bachelors,Adm-clerical
30-39,Female,High,Bachelors,Tech-support
40-49,Male,Low,Assoc-voc,Craft-repair
50-59,Female,Low,HS-grad,Priv-house-serv
20-29,Any,Low,Bachelors,Exec-managerial
50-59,Any,Low,7th-8th,Machine-op-inspct
50-59,Any,High,HS-grad,Adm-clerical
20-29,Female,Low,Assoc-acdm,Sales
10-19,Female,Low,HS-grad,Craft-repair
40-49,Any,High,Some-college,Prof-specialty
60-69,Any,Low,Bachelors,Exec-managerial
40-49,Male,Low,HS-grad,Other-service
60-69,Any,Low,Assoc-acdm,Exec-managerial
20-29,Any,Low,HS-grad,Other-service
20-29,Any,Low,10th,Craft-repair
20-29,Female,Low,Some-college,Exec-managerial
20-29,Female,Low,Bachelors,Exec-managerial
20-29,Male,Low,Assoc-acdm,Prof-specialty
20-29,Any,Low,HS-grad,Handlers-cleaners
30-39,Any,Low,11th,Sales
30-39,Male,Low,Some-college,Farming-fishing
30-39,Any,Low,Bachelors,Tech-support
30-39,Any,Low,Bachelors,Adm-clerical
30-39,Any,High,Prof-school,Prof-specialty
40-49,Any,Low,7th-8th,Other-service
20-29,Male,Low,Some-college,Protective-serv
20-29,Male,Low,Some-college,Handlers-cleaners
50-59,Any,High,Some-college,Craft-repair
10-19,Any,Low,Some-college,Sales
60-69,Any,High,Bachelors,Exec-managerial
30-39,Any,High,HS-grad,Craft-repair
30-39,Male,Low,Bachelors,Exec-managerial
30-39,Male,Low,HS-grad,Transport-moving
30-39,Male,Low,Bachelors,Adm-clerical
20-29,Female,Low,HS-grad,Adm-clerical
50-59,Male,High,HS-grad,Transport-moving
10-19,Any,Low,11th,Handlers-cleaners
40-49,Female,Low,HS-grad,Other-service
50-59,Male,High,Masters,Exec-managerial
30-39,Male,Low,HS-grad,Transport-moving
20-29,Any,Low,Doctorate,Prof-specialty
40-49,Any,Low,HS-grad,Craft-repair
50-59,Male,High,Some-college,Exec-managerial
30-39,Any,Low,HS-grad,Adm-clerical
20-29,Any,Low,Some-college,Tech-support
50-59,Male,Low,7th-8th,Craft-repair
30-39,Male,High,Some-college,Sales
50-59,Any,High,Bachelors,Exec-managerial
20-29,Male,Low,Assoc-voc,Craft-repair
40-49,Female,Low,HS-grad,Adm-clerical
60-69,Any,Low,HS-grad,Farming-fishing
40-49,Any,High,Bachelors,Exec-managerial
60-69,Male,Low,HS-grad,Handlers-cleaners
40-49,Male,High,HS-grad,Adm-clerical
50-59,Male,Low,HS-grad,Machine-op-inspct
30-39,Male,Low,HS-grad,Exec-managerial
40-49,Any,Low,HS-grad,Exec-managerial
20-29,Any,Low,HS-grad,Other-service
40-49,Any,High,HS-grad,Exec-managerial
50-59,Male,Low,10th,Other-service
20-29,Female,Low,Some-college,Sales
40-49,Male,Low,Assoc-acdm,Adm-clerical
20-29,Any,High,Some-college,Exec-managerial
30-39,Male,Low,Assoc-acdm,Machine-op-inspct
50-59,Any,High,5th-6th,Machine-op-inspct
30-39,Male,High,HS-grad,Handlers-cleaners
40-49,Any,High,Assoc-acdm,Sales
50-59,Any,Low,HS-grad,Transport-moving
50-59,Male,Low,HS-grad,Exec-managerial
50-59,Male,Low,7th-8th,Exec-managerial
40-49,Any,Low,Some-college,Machine-op-inspct
30-39,Any,Low,Doctorate,Prof-specialty
